# http://127.0.0.1:6568 --workers 5 --loaded-duration-minutes 5 --output-dir run --overwrite-output
# {"appUrl":"http://127.0.0.1:6568","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run","overwriteOutput":true,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
8,3,1,PLAYER_SESSION_CREATE,1675836265239,0,
8,3,1,REQ_HOME_START,1675836265239,4,
8,3,1,REQ_HOME_END,1675836296805,4,
8,3,1,REQ_GET_START,1675836296805,5,
8,3,1,REQ_GET_END,1675836298697,5,
8,3,1,WS_OPEN_START,1675836298698,6,
8,3,1,WS_OPEN_END,1675836308910,6,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1675836308910,7,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1675836308942,7,
8,3,1,WS_SEND_START,1675836308944,7,
8,3,1,WS_SEND_END,1675836308944,7,
8,3,1,WS_RECV_INIT_START,1675836308944,8,
8,3,1,WS_RECV_INIT_END,1675836318361,8,
8,3,1,WS_RECV_START,1675836318361,9,
8,3,1,WS_RECV_END,1675836319103,9,
8,3,1,WS_RECV_START,1675836319103,10,
8,3,1,WS_RECV_END,1675836319103,10,
8,3,1,WS_RECV_START,1675836319103,11,
8,3,1,WS_RECV_END,1675836319788,11,
8,3,1,WS_RECV_START,1675836319788,12,
8,3,1,WS_RECV_END,1675836319805,12,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1675836319805,13,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1675836319968,13,
8,3,1,WS_SEND_START,1675836319968,13,
8,3,1,WS_SEND_END,1675836319968,13,
8,3,1,WS_RECV_START,1675836319968,14,
8,3,1,WS_RECV_END,1675836330182,14,
8,3,1,WS_RECV_START,1675836330182,15,
8,3,1,WS_RECV_END,1675836330186,15,
8,3,1,WS_RECV_START,1675836330186,16,
8,3,1,WS_RECV_END,1675836331185,16,
8,3,1,WS_RECV_START,1675836331185,17,
8,3,1,WS_RECV_END,1675836331197,17,
8,3,1,WS_RECV_START,1675836331198,18,
8,3,1,WS_RECV_END,1675836331199,18,
8,3,1,WS_RECV_START,1675836331199,19,
8,3,1,WS_RECV_END,1675836331209,19,
8,3,1,WS_RECV_START,1675836331209,20,
8,3,1,WS_RECV_END,1675836331211,20,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1675836331211,21,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1675836331226,21,
8,3,1,WS_SEND_START,1675836331226,21,
8,3,1,WS_SEND_END,1675836331226,21,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1675836331226,22,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1675836331241,22,
8,3,1,WS_SEND_START,1675836331241,22,
8,3,1,WS_SEND_END,1675836331241,22,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1675836331241,23,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1675836331256,23,
8,3,1,WS_SEND_START,1675836331256,23,
8,3,1,WS_SEND_END,1675836331256,23,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1675836331256,24,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1675836331271,24,
8,3,1,WS_SEND_START,1675836331271,24,
8,3,1,WS_SEND_END,1675836331271,24,
8,3,1,WS_RECV_START,1675836331271,25,
8,3,1,WS_RECV_END,1675836331271,25,
